,date,value,Year
1806,2007-12-13,88.46,2007
1807,2007-12-14,87.81,2007
1808,2007-12-15,86.69333333333333,2007
1809,2007-12-16,87.10555555555555,2007
1810,2007-12-17,87.13,2007
1811,2007-12-18,87.1,2007
1812,2007-12-19,87.24,2007
1813,2007-12-20,87.36,2007
1814,2007-12-21,87.73,2007
1815,2007-12-22,88.01875,2007
1816,2007-12-23,88.4825,2007
1817,2007-12-24,87.86,2007
1818,2007-12-25,88.92,2007
1819,2007-12-26,89.44,2007
1820,2007-12-27,90.29,2007
1821,2007-12-28,90.84,2007
1822,2007-12-29,90.66,2007
1823,2007-12-30,91.44857142857143,2007
1824,2007-12-31,90.7,2007
1825,2008-01-01,91.78333333333335,2008
1826,2008-01-02,91.82,2008
1827,2008-01-03,93.67,2008
1828,2008-01-04,93.38,2008
1829,2008-01-05,91.83125,2008
1830,2008-01-06,91.53875000000001,2008
1831,2008-01-07,91.72,2008
1832,2008-01-08,91.67,2008
1833,2008-01-09,91.98,2008
1834,2008-01-10,89.71,2008
1835,2008-01-11,88.36,2008
1836,2008-01-12,89.1888888888889,2008
1837,2008-01-13,88.54333333333334,2008
1838,2008-01-14,88.51,2008
1839,2008-01-15,88.33,2008
1840,2008-01-16,86.28,2008
1841,2008-01-17,86.14,2008
1842,2008-01-18,85.91,2008
1843,2008-01-19,85.86999999999999,2008
1844,2008-01-20,85.68777777777778,2008
1845,2008-01-21,85.06,2008
1846,2008-01-22,83.7,2008
1847,2008-01-23,84.48,2008
1848,2008-01-24,84.42,2008
1849,2008-01-25,86.87,2008
1850,2008-01-26,86.25,2008
1851,2008-01-27,86.52111111111111,2008
1852,2008-01-28,87.01,2008
1853,2008-01-29,88.2,2008
1854,2008-01-30,88.59,2008
1855,2008-01-31,87.92,2008
1856,2008-02-01,87.5,2008
1857,2008-02-02,86.78111111111112,2008
1858,2008-02-03,86.68,2008
1859,2008-02-04,86.51,2008
1860,2008-02-05,86.01,2008
1861,2008-02-06,84.66,2008
1862,2008-02-07,84.63,2008
1863,2008-02-08,86.1,2008
1864,2008-02-09,87.40666666666668,2008
1865,2008-02-10,87.96666666666667,2008
1866,2008-02-11,89.01,2008
1867,2008-02-12,89.63,2008
1868,2008-02-13,89.48,2008
1869,2008-02-14,90.63,2008
1870,2008-02-15,91.55,2008
1871,2008-02-16,91.32555555555555,2008
1872,2008-02-17,91.71111111111111,2008
1873,2008-02-18,91.21,2008
1874,2008-02-19,92.52,2008
1875,2008-02-20,94.09,2008
1876,2008-02-21,93.81,2008
1877,2008-02-22,92.48,2008
1878,2008-02-23,93.49555555555555,2008
1879,2008-02-24,94.06666666666666,2008
1880,2008-02-25,93.49,2008
1881,2008-02-26,93.96,2008
1882,2008-02-27,95.03,2008
1883,2008-02-28,94.87,2008
1884,2008-02-29,96.35,2008
1885,2008-03-01,95.68333333333334,2008
1886,2008-03-02,96.29555555555555,2008
1887,2008-03-03,97.12,2008
1888,2008-03-04,96.13,2008
1889,2008-03-05,95.86,2008
1890,2008-03-06,98.34,2008
1891,2008-03-07,99.0,2008
1892,2008-03-08,98.91888888888889,2008
1893,2008-03-09,99.55888888888889,2008
1894,2008-03-10,99.48,2008
1895,2008-03-11,100.57,2008
1896,2008-03-12,101.38,2008
1897,2008-03-13,102.39,2008
1898,2008-03-14,102.88,2008
1899,2008-03-15,100.47555555555556,2008
1900,2008-03-16,100.6,2008
1901,2008-03-17,101.41,2008
1902,2008-03-18,100.1,2008
1903,2008-03-19,99.97,2008
1904,2008-03-20,96.1,2008
1905,2008-03-21,98.37714285714286,2008
1906,2008-03-22,98.625,2008
1907,2008-03-23,98.42,2008
1908,2008-03-24,96.15,2008
1909,2008-03-25,96.49,2008
1910,2008-03-26,98.42,2008
1911,2008-03-27,100.36,2008
1912,2008-03-28,99.77,2008
1913,2008-03-29,97.85333333333332,2008
1914,2008-03-30,98.12888888888888,2008
1915,2008-03-31,98.63,2008
1916,2008-04-01,95.75,2008
1917,2008-04-02,96.48,2008
1918,2008-04-03,98.63,2008
1919,2008-04-04,98.63,2008
1920,2008-04-05,99.69888888888889,2008
1921,2008-04-06,100.25888888888889,2008
1922,2008-04-07,101.16,2008
1923,2008-04-08,101.89,2008
1924,2008-04-09,102.38,2008
1925,2008-04-10,103.74,2008
1926,2008-04-11,103.67,2008
1927,2008-04-12,104.09666666666666,2008
1928,2008-04-13,104.82888888888888,2008
1929,2008-04-14,104.02,2008
1930,2008-04-15,105.73,2008
1931,2008-04-16,106.65,2008
1932,2008-04-17,107.63,2008
1933,2008-04-18,107.75,2008
1934,2008-04-19,108.04444444444444,2008
1935,2008-04-20,108.71,2008
1936,2008-04-21,108.93,2008
1937,2008-04-22,109.92,2008
1938,2008-04-23,111.14,2008
1939,2008-04-24,110.63,2008
1940,2008-04-25,110.01,2008
1941,2008-04-26,109.49000000000001,2008
1942,2008-04-27,109.26777777777778,2008
1943,2008-04-28,111.66,2008
1944,2008-04-29,109.86,2008
1945,2008-04-30,107.33,2008
1946,2008-05-01,105.93,2008
1947,2008-05-02,106.93,2008
1948,2008-05-03,111.1988888888889,2008
1949,2008-05-04,112.02222222222221,2008
1950,2008-05-05,111.55,2008
1951,2008-05-06,114.69,2008
1952,2008-05-07,115.97,2008
1953,2008-05-08,116.87,2008
1954,2008-05-09,119.07,2008
1955,2008-05-10,117.14,2008
1956,2008-05-11,117.99777777777778,2008
1957,2008-05-12,119.65,2008
1958,2008-05-13,118.73,2008
1959,2008-05-14,118.78,2008
1960,2008-05-15,118.95,2008
1961,2008-05-16,119.27,2008
1962,2008-05-17,120.85333333333334,2008
1963,2008-05-18,121.59999999999998,2008
1964,2008-05-19,119.24,2008
1965,2008-05-20,121.02,2008
1966,2008-05-21,124.45,2008
1967,2008-05-22,127.59,2008
1968,2008-05-23,126.37,2008
1969,2008-05-24,124.27444444444444,2008
1970,2008-05-25,124.54555555555557,2008
1971,2008-05-26,126.57,2008
1972,2008-05-27,125.91,2008
1973,2008-05-28,123.05,2008
1974,2008-05-29,124.27,2008
1975,2008-05-30,121.68,2008
1976,2008-05-31,122.50555555555555,2008
1977,2008-06-01,122.45222222222222,2008
1978,2008-06-02,122.09,2008
1979,2008-06-03,121.68,2008
1980,2008-06-04,118.55,2008
1981,2008-06-05,118.75,2008
1982,2008-06-06,126.09,2008
1983,2008-06-07,125.03222222222222,2008
1984,2008-06-08,125.96777777777778,2008
1985,2008-06-09,130.86,2008
1986,2008-06-10,128.64,2008
1987,2008-06-11,128.88,2008
1988,2008-06-12,129.75,2008
1989,2008-06-13,130.51,2008
1990,2008-06-14,129.47333333333333,2008
1991,2008-06-15,129.21777777777777,2008
1992,2008-06-16,129.77,2008
1993,2008-06-17,128.97,2008
1994,2008-06-18,128.44,2008
1995,2008-06-19,129.44,2008
1996,2008-06-20,128.56,2008
1997,2008-06-21,129.76222222222225,2008
1998,2008-06-22,130.3777777777778,2008
1999,2008-06-23,130.7,2008
2000,2008-06-24,131.34,2008
2001,2008-06-25,129.87,2008
2002,2008-06-26,130.77,2008
2003,2008-06-27,135.31,2008
2004,2008-06-28,134.38,2008
2005,2008-06-29,135.42777777777778,2008
2006,2008-06-30,136.03,2008
2007,2008-07-01,136.94,2008
2008,2008-07-02,137.73,2008
2009,2008-07-03,140.73,2008
2010,2008-07-04,140.13,2008
2011,2008-07-05,136.89444444444445,2008
2012,2008-07-06,137.3188888888889,2008
2013,2008-07-07,138.44,2008
2014,2008-07-08,135.21,2008
2015,2008-07-09,133.16,2008
2016,2008-07-10,133.68,2008
2017,2008-07-11,139.85,2008
2018,2008-07-12,135.80777777777777,2008
2019,2008-07-13,134.64,2008
2020,2008-07-14,139.81,2008
2021,2008-07-15,138.0,2008
2022,2008-07-16,133.09,2008
2023,2008-07-17,131.03,2008
2024,2008-07-18,127.93,2008
2025,2008-07-19,130.14666666666665,2008
2026,2008-07-20,128.23777777777778,2008
2027,2008-07-21,127.72,2008
2028,2008-07-22,127.43,2008
2029,2008-07-23,123.89,2008
2030,2008-07-24,122.42,2008
2031,2008-07-25,122.63,2008
2032,2008-07-26,123.59666666666665,2008
2033,2008-07-27,122.85888888888888,2008
2034,2008-07-28,123.19,2008
2035,2008-07-29,121.73,2008
2036,2008-07-30,120.88,2008
2037,2008-07-31,122.48,2008
2038,2008-08-01,121.08,2008
2039,2008-08-02,119.56666666666666,2008
2040,2008-08-03,118.40444444444444,2008
2041,2008-08-04,120.8,2008
2042,2008-08-05,116.22,2008
2043,2008-08-06,114.64,2008
2044,2008-08-07,115.08,2008
2045,2008-08-08,112.73,2008
2046,2008-08-09,113.36222222222221,2008
2047,2008-08-10,111.92666666666668,2008
2048,2008-08-11,111.27,2008
2049,2008-08-12,109.08,2008
2050,2008-08-13,109.56,2008
2051,2008-08-14,110.88,2008
2052,2008-08-15,107.88,2008
2053,2008-08-16,109.93888888888888,2008
2054,2008-08-17,110.31222222222222,2008
2055,2008-08-18,108.68,2008
2056,2008-08-19,108.26,2008
2057,2008-08-20,109.77,2008
2058,2008-08-21,114.07,2008
2059,2008-08-22,114.63,2008
2060,2008-08-23,111.13000000000001,2008
2061,2008-08-24,111.41333333333333,2008
2062,2008-08-25,110.61,2008
2063,2008-08-26,110.51,2008
2064,2008-08-27,111.79,2008
2065,2008-08-28,111.85,2008
2066,2008-08-29,111.23,2008
2067,2008-08-30,108.52444444444444,2008
2068,2008-08-31,107.48,2008
2069,2008-09-01,110.01,2008
2070,2008-09-02,103.4,2008
2071,2008-09-03,103.68,2008
2072,2008-09-04,103.64,2008
2073,2008-09-05,101.21,2008
2074,2008-09-06,101.51,2008
2075,2008-09-07,99.86555555555555,2008
2076,2008-09-08,101.08,2008
2077,2008-09-09,98.49,2008
2078,2008-09-10,96.79,2008
2079,2008-09-11,95.29,2008
2080,2008-09-12,95.21,2008
2081,2008-09-13,93.44666666666666,2008
2082,2008-09-14,92.41888888888889,2008
2083,2008-09-15,91.26,2008
2084,2008-09-16,86.27,2008
2085,2008-09-17,87.25,2008
2086,2008-09-18,89.38,2008
2087,2008-09-19,91.83,2008
2088,2008-09-20,93.27777777777777,2008
2089,2008-09-21,94.01555555555555,2008
2090,2008-09-22,97.95,2008
2091,2008-09-23,99.0,2008
2092,2008-09-24,98.88,2008
2093,2008-09-25,97.68,2008
2094,2008-09-26,97.9,2008
2095,2008-09-27,95.00888888888888,2008
2096,2008-09-28,93.72111111111111,2008
2097,2008-09-29,94.09,2008
2098,2008-09-30,90.32,2008
2099,2008-10-01,89.99,2008
2100,2008-10-02,89.27,2008
2101,2008-10-03,86.36,2008
2102,2008-10-04,85.24888888888889,2008
2103,2008-10-05,82.86888888888888,2008
2104,2008-10-06,81.56,2008
2105,2008-10-07,80.04,2008
2106,2008-10-08,77.37,2008
2107,2008-10-09,78.24,2008
2108,2008-10-10,72.67,2008
2109,2008-10-11,74.04222222222222,2008
2110,2008-10-12,71.97111111111111,2008
2111,2008-10-13,71.96,2008
2112,2008-10-14,73.49,2008
2113,2008-10-15,68.28,2008
2114,2008-10-16,62.77,2008
2115,2008-10-17,62.92,2008
2116,2008-10-18,65.49888888888889,2008
2117,2008-10-19,63.89999999999999,2008
2118,2008-10-20,64.63,2008
2119,2008-10-21,64.35,2008
2120,2008-10-22,60.82,2008
2121,2008-10-23,60.27,2008
2122,2008-10-24,57.57,2008
2123,2008-10-25,59.82111111111111,2008
2124,2008-10-26,59.02111111111112,2008
2125,2008-10-27,56.8,2008
2126,2008-10-28,55.9,2008
2127,2008-10-29,58.13,2008
2128,2008-10-30,59.92,2008
2129,2008-10-31,57.43,2008
2130,2008-11-01,57.64888888888889,2008
2131,2008-11-02,57.28111111111111,2008
2132,2008-11-03,59.03,2008
2133,2008-11-04,57.77,2008
2134,2008-11-05,58.97,2008
2135,2008-11-06,54.89,2008
2136,2008-11-07,53.49,2008
2137,2008-11-08,54.31444444444444,2008
2138,2008-11-09,53.21,2008
2139,2008-11-10,54.77,2008
2140,2008-11-11,52.24,2008
2141,2008-11-12,49.94,2008
2142,2008-11-13,47.73,2008
2143,2008-11-14,49.09,2008
2144,2008-11-15,48.69222222222223,2008
2145,2008-11-16,47.33555555555556,2008
2146,2008-11-17,47.96,2008
2147,2008-11-18,46.55,2008
2148,2008-11-19,45.89,2008
2149,2008-11-20,44.06,2008
2150,2008-11-21,42.56,2008
2151,2008-11-22,45.55222222222223,2008
2152,2008-11-23,45.47,2008
2153,2008-11-24,44.48,2008
2154,2008-11-25,45.53,2008
2155,2008-11-26,45.47,2008
2156,2008-11-27,47.47,2008
2157,2008-11-28,47.22,2008
2158,2008-11-29,44.148888888888884,2008
2159,2008-11-30,43.281111111111116,2008
2160,2008-12-01,45.26,2008
2161,2008-12-02,41.6,2008
2162,2008-12-03,40.75,2008
2163,2008-12-04,39.56,2008
2164,2008-12-05,36.67,2008
2165,2008-12-06,39.757777777777775,2008
2166,2008-12-07,39.32,2008
2167,2008-12-08,37.73,2008
2168,2008-12-09,38.19,2008
2169,2008-12-10,37.94,2008
2170,2008-12-11,40.12,2008
2171,2008-12-12,41.32,2008
2172,2008-12-13,39.888888888888886,2008
2173,2008-12-14,39.88777777777777,2008
2174,2008-12-15,42.53,2008
2175,2008-12-16,40.74,2008
2176,2008-12-17,40.95,2008
2177,2008-12-18,39.48,2008
2178,2008-12-19,37.72,2008
2179,2008-12-20,38.27375,2008
2180,2008-12-21,37.66571428571428,2008
2181,2008-12-22,36.92,2008
2182,2008-12-23,34.49,2008
2183,2008-12-24,33.36,2008
2184,2008-12-25,34.882,2008
2185,2008-12-26,34.99833333333333,2008
2186,2008-12-27,34.99833333333333,2008
2187,2008-12-28,35.585,2008
2188,2008-12-29,34.69,2008
2189,2008-12-30,34.95,2008
2190,2008-12-31,35.58,2008
2191,2009-01-01,39.32666666666667,2009
2192,2009-01-02,40.44,2009
2193,2009-01-03,40.43125,2009
2194,2009-01-04,41.3325,2009
2195,2009-01-05,43.98,2009
2196,2009-01-06,46.32,2009
2197,2009-01-07,45.43,2009
2198,2009-01-08,42.06,2009
2199,2009-01-09,41.9,2009
2200,2009-01-10,42.465555555555554,2009
2201,2009-01-11,42.27111111111111,2009
2202,2009-01-12,40.15,2009
2203,2009-01-13,40.13,2009
2204,2009-01-14,41.32,2009
2205,2009-01-15,40.9,2009
2206,2009-01-16,42.23,2009
2207,2009-01-17,40.464444444444446,2009
2208,2009-01-18,40.56222222222222,2009
2209,2009-01-19,40.33,2009
2210,2009-01-20,39.29,2009
2211,2009-01-21,39.55,2009
2212,2009-01-22,40.28,2009
2213,2009-01-23,41.03,2009
2214,2009-01-24,40.611111111111114,2009
2215,2009-01-25,40.79888888888889,2009
2216,2009-01-26,42.54,2009
2217,2009-01-27,40.48,2009
2218,2009-01-28,40.81,2009
2219,2009-01-29,41.19,2009
2220,2009-01-30,42.02,2009
2221,2009-01-31,41.66333333333333,2009
2222,2009-02-01,41.74666666666666,2009
2223,2009-02-02,42.58,2009
2224,2009-02-03,41.57,2009
2225,2009-02-04,41.63,2009
2226,2009-02-05,42.15,2009
2227,2009-02-06,43.29,2009
2228,2009-02-07,42.51888888888889,2009
2229,2009-02-08,42.488888888888894,2009
2230,2009-02-09,43.9,2009
2231,2009-02-10,43.45,2009
2232,2009-02-11,42.29,2009
2233,2009-02-12,41.81,2009
2234,2009-02-13,42.31,2009
2235,2009-02-14,41.346666666666664,2009
2236,2009-02-15,40.82333333333334,2009
2237,2009-02-16,41.48,2009
2238,2009-02-17,39.8,2009
2239,2009-02-18,38.1,2009
2240,2009-02-19,38.98,2009
2241,2009-02-20,39.19,2009
2242,2009-02-21,39.99666666666667,2009
2243,2009-02-22,40.191111111111105,2009
2244,2009-02-23,39.47,2009
2245,2009-02-24,39.03,2009
2246,2009-02-25,40.71,2009
2247,2009-02-26,43.21,2009
2248,2009-02-27,43.23,2009
2249,2009-02-28,41.946666666666665,2009
2250,2009-03-01,42.35555555555556,2009
2251,2009-03-02,42.61,2009
2252,2009-03-03,41.79,2009
2253,2009-03-04,43.83,2009
2254,2009-03-05,43.64,2009
2255,2009-03-06,43.15,2009
2256,2009-03-07,43.01666666666667,2009
2257,2009-03-08,43.187777777777775,2009
2258,2009-03-09,44.04,2009
2259,2009-03-10,43.47,2009
2260,2009-03-11,42.38,2009
2261,2009-03-12,42.24,2009
2262,2009-03-13,44.15,2009
2263,2009-03-14,44.1188888888889,2009
2264,2009-03-15,44.644444444444446,2009
2265,2009-03-16,43.05,2009
2266,2009-03-17,44.71,2009
2267,2009-03-18,45.64,2009
2268,2009-03-19,47.39,2009
2269,2009-03-20,48.77,2009
2270,2009-03-21,47.89888888888889,2009
2271,2009-03-22,48.71666666666667,2009
2272,2009-03-23,50.18,2009
2273,2009-03-24,50.44,2009
2274,2009-03-25,50.14,2009
2275,2009-03-26,50.77,2009
2276,2009-03-27,50.41,2009
2277,2009-03-28,49.27,2009
2278,2009-03-29,49.38333333333333,2009
2279,2009-03-30,47.72,2009
2280,2009-03-31,46.65,2009
2281,2009-04-01,47.15,2009
2282,2009-04-02,49.97,2009
2283,2009-04-03,51.2,2009
2284,2009-04-04,49.784444444444446,2009
2285,2009-04-05,50.042500000000004,2009
2286,2009-04-06,51.9,2009
2287,2009-04-07,50.96,2009
2288,2009-04-08,50.25,2009
2289,2009-04-09,52.26,2009
2290,2009-04-10,51.36142857142857,2009
2291,2009-04-11,51.385,2009
2292,2009-04-12,51.32875,2009
2293,2009-04-13,51.92,2009
2294,2009-04-14,51.07,2009
2295,2009-04-15,51.17,2009
2296,2009-04-16,51.55,2009
2297,2009-04-17,51.45,2009
2298,2009-04-18,50.26111111111111,2009
2299,2009-04-19,50.044444444444444,2009
2300,2009-04-20,49.59,2009
2301,2009-04-21,48.49,2009
2302,2009-04-22,48.51,2009
2303,2009-04-23,48.6,2009
2304,2009-04-24,49.97,2009
2305,2009-04-25,49.26777777777777,2009
2306,2009-04-26,49.35888888888889,2009
2307,2009-04-27,49.21,2009
2308,2009-04-28,48.7,2009
2309,2009-04-29,49.98,2009
2310,2009-04-30,50.36,2009
2311,2009-05-01,50.41,2009
2312,2009-05-02,51.513333333333335,2009
2313,2009-05-03,52.306666666666665,2009
2314,2009-05-04,52.11,2009
2315,2009-05-05,52.71,2009
2316,2009-05-06,54.09,2009
2317,2009-05-07,56.05,2009
2318,2009-05-08,56.35,2009
2319,2009-05-09,55.25888888888889,2009
2320,2009-05-10,55.73222222222223,2009
2321,2009-05-11,56.11,2009
2322,2009-05-12,56.76,2009
2323,2009-05-13,57.16,2009
2324,2009-05-14,55.99,2009
2325,2009-05-15,56.37,2009
2326,2009-05-16,56.9511111111111,2009
2327,2009-05-17,57.24444444444445,2009
2328,2009-05-18,55.86,2009
2329,2009-05-19,57.52,2009
2330,2009-05-20,58.47,2009
2331,2009-05-21,58.32,2009
2332,2009-05-22,58.75,2009
2333,2009-05-23,58.74444444444445,2009
2334,2009-05-24,59.61666666666666,2009
2335,2009-05-25,58.55,2009
2336,2009-05-26,58.71,2009
2337,2009-05-27,60.75,2009
2338,2009-05-28,61.77,2009
2339,2009-05-29,63.71,2009
2340,2009-05-30,63.227777777777774,2009
2341,2009-05-31,64.25666666666666,2009
2342,2009-06-01,66.08,2009
2343,2009-06-02,66.6,2009
2344,2009-06-03,66.14,2009
2345,2009-06-04,66.74,2009
2346,2009-06-05,67.81,2009
2347,2009-06-06,67.67333333333333,2009
2348,2009-06-07,68.12888888888888,2009
2349,2009-06-08,66.75,2009
2350,2009-06-09,68.42,2009
2351,2009-06-10,69.92,2009
2352,2009-06-11,70.6,2009
2353,2009-06-12,70.18,2009
2354,2009-06-13,69.26333333333334,2009
2355,2009-06-14,69.62444444444445,2009
2356,2009-06-15,68.98,2009
2357,2009-06-16,69.41,2009
2358,2009-06-17,69.1,2009
2359,2009-06-18,70.01,2009
2360,2009-06-19,70.0,2009
2361,2009-06-20,68.55333333333334,2009
2362,2009-06-21,68.55777777777777,2009
2363,2009-06-22,67.13,2009
2364,2009-06-23,66.34,2009
2365,2009-06-24,67.74,2009
2366,2009-06-25,68.27,2009
2367,2009-06-26,69.02,2009
2368,2009-06-27,68.16888888888889,2009
2369,2009-06-28,68.05666666666667,2009
2370,2009-06-29,69.16,2009
2371,2009-06-30,69.56,2009
2372,2009-07-01,69.26,2009
2373,2009-07-02,67.04,2009
2374,2009-07-03,66.12,2009
2375,2009-07-04,65.49555555555555,2009
2376,2009-07-05,64.46222222222224,2009
2377,2009-07-06,63.66,2009
2378,2009-07-07,62.97,2009
2379,2009-07-08,61.11,2009
2380,2009-07-09,60.58,2009
2381,2009-07-10,59.86,2009
2382,2009-07-11,61.44222222222223,2009
2383,2009-07-12,61.39444444444444,2009
2384,2009-07-13,59.66,2009
2385,2009-07-14,60.87,2009
2386,2009-07-15,61.73,2009
2387,2009-07-16,62.54,2009
2388,2009-07-17,63.23,2009
2389,2009-07-18,63.205555555555556,2009
2390,2009-07-19,64.11,2009
2391,2009-07-20,64.64,2009
2392,2009-07-21,65.04,2009
2393,2009-07-22,64.68,2009
2394,2009-07-23,66.46,2009
2395,2009-07-24,67.8,2009
2396,2009-07-25,66.47888888888889,2009
2397,2009-07-26,66.91777777777777,2009
2398,2009-07-27,69.01,2009
2399,2009-07-28,68.45,2009
2400,2009-07-29,65.81,2009
2401,2009-07-30,66.42,2009
2402,2009-07-31,68.59,2009
2403,2009-08-01,69.61333333333333,2009
2404,2009-08-02,69.94111111111111,2009
2405,2009-08-03,71.34,2009
2406,2009-08-04,71.53,2009
2407,2009-08-05,72.45,2009
2408,2009-08-06,72.92,2009
2409,2009-08-07,71.96,2009
2410,2009-08-08,71.80000000000001,2009
2411,2009-08-09,71.77777777777777,2009
2412,2009-08-10,71.68,2009
2413,2009-08-11,71.06,2009
2414,2009-08-12,71.04,2009
2415,2009-08-13,72.22,2009
2416,2009-08-14,71.14,2009
2417,2009-08-15,70.92777777777778,2009
2418,2009-08-16,70.99333333333333,2009
2419,2009-08-17,68.04,2009
2420,2009-08-18,69.47,2009
2421,2009-08-19,71.13,2009
2422,2009-08-20,72.57,2009
2423,2009-08-21,72.27,2009
2424,2009-08-22,70.98666666666666,2009
2425,2009-08-23,71.39555555555555,2009
2426,2009-08-24,72.89,2009
2427,2009-08-25,71.71,2009
2428,2009-08-26,70.44,2009
2429,2009-08-27,70.36,2009
2430,2009-08-28,71.72,2009
2431,2009-08-29,69.87666666666667,2009
2432,2009-08-30,69.11444444444444,2009
2433,2009-08-31,70.37,2009
2434,2009-09-01,68.11,2009
2435,2009-09-02,66.64,2009
2436,2009-09-03,66.65,2009
2437,2009-09-04,66.03,2009
2438,2009-09-05,67.7811111111111,2009
2439,2009-09-06,67.5411111111111,2009
2440,2009-09-07,66.2,2009
2441,2009-09-08,67.83,2009
2442,2009-09-09,68.97,2009
2443,2009-09-10,69.23,2009
2444,2009-09-11,68.21,2009
2445,2009-09-12,68.0911111111111,2009
2446,2009-09-13,68.47111111111111,2009
2447,2009-09-14,66.47,2009
2448,2009-09-15,66.95,2009
2449,2009-09-16,68.69,2009
2450,2009-09-17,70.27,2009
2451,2009-09-18,69.62,2009
2452,2009-09-19,68.0,2009
2453,2009-09-20,67.72555555555556,2009
2454,2009-09-21,68.42,2009
2455,2009-09-22,68.59,2009
2456,2009-09-23,67.87,2009
2457,2009-09-24,65.12,2009
2458,2009-09-25,64.0,2009
2459,2009-09-26,66.17666666666668,2009
2460,2009-09-27,66.03777777777778,2009
2461,2009-09-28,64.07,2009
2462,2009-09-29,64.25,2009
2463,2009-09-30,65.55,2009
2464,2009-10-01,67.72,2009
2465,2009-10-02,67.17,2009
2466,2009-10-03,66.59,2009
2467,2009-10-04,67.1222222222222,2009
2468,2009-10-05,66.81,2009
2469,2009-10-06,68.14,2009
2470,2009-10-07,67.76,2009
2471,2009-10-08,67.84,2009
2472,2009-10-09,68.86,2009
2473,2009-10-10,69.50777777777779,2009
2474,2009-10-11,70.40555555555555,2009
2475,2009-10-12,70.06,2009
2476,2009-10-13,70.94,2009
2477,2009-10-14,71.96,2009
2478,2009-10-15,73.2,2009
2479,2009-10-16,74.89,2009
2480,2009-10-17,74.07444444444444,2009
2481,2009-10-18,74.9111111111111,2009
2482,2009-10-19,75.82,2009
2483,2009-10-20,75.82,2009
2484,2009-10-21,76.37,2009
2485,2009-10-22,77.61,2009
2486,2009-10-23,77.59,2009
2487,2009-10-24,76.42333333333333,2009
2488,2009-10-25,76.39444444444445,2009
2489,2009-10-26,76.7,2009
2490,2009-10-27,76.43,2009
2491,2009-10-28,75.53,2009
2492,2009-10-29,75.94,2009
2493,2009-10-30,75.56,2009
2494,2009-10-31,76.18777777777778,2009
2495,2009-11-01,76.13777777777779,2009
2496,2009-11-02,74.95,2009
2497,2009-11-03,75.53,2009
2498,2009-11-04,77.6,2009
2499,2009-11-05,77.45,2009
2500,2009-11-06,76.25,2009
2501,2009-11-07,76.42,2009
2502,2009-11-08,76.45333333333332,2009
2503,2009-11-09,76.56,2009
2504,2009-11-10,76.5,2009
2505,2009-11-11,76.88,2009
2506,2009-11-12,76.06,2009
2507,2009-11-13,75.25,2009
2508,2009-11-14,76.59111111111112,2009
2509,2009-11-15,76.50333333333333,2009
2510,2009-11-16,76.48,2009
2511,2009-11-17,76.96,2009
2512,2009-11-18,77.86,2009
2513,2009-11-19,76.77,2009
2514,2009-11-20,75.77,2009
2515,2009-11-21,76.37888888888888,2009
2516,2009-11-22,76.25666666666666,2009
2517,2009-11-23,76.72,2009
2518,2009-11-24,75.22,2009
2519,2009-11-25,75.67,2009
2520,2009-11-26,75.96,2009
2521,2009-11-27,75.38,2009
2522,2009-11-28,76.40777777777777,2009
2523,2009-11-29,76.41777777777777,2009
2524,2009-11-30,76.21,2009
2525,2009-12-01,77.88,2009
2526,2009-12-02,77.31,2009
2527,2009-12-03,77.32,2009
2528,2009-12-04,76.81,2009
2529,2009-12-05,75.69111111111111,2009
2530,2009-12-06,75.09555555555556,2009
2531,2009-12-07,75.76,2009
2532,2009-12-08,74.8,2009
2533,2009-12-09,73.7,2009
2534,2009-12-10,71.43,2009
2535,2009-12-11,70.85,2009
2536,2009-12-12,72.44,2009
2537,2009-12-13,71.99777777777778,2009
2538,2009-12-14,70.64,2009
2539,2009-12-15,70.84,2009
2540,2009-12-16,72.17,2009
2541,2009-12-17,71.77,2009
2542,2009-12-18,71.78,2009
2543,2009-12-19,71.93777777777778,2009
2544,2009-12-20,72.10000000000001,2009
2545,2009-12-21,71.88,2009
2546,2009-12-22,71.32,2009
2547,2009-12-23,72.71,2009
2548,2009-12-24,74.33,2009
2549,2009-12-25,74.00428571428571,2009
2550,2009-12-26,74.39874999999999,2009
2551,2009-12-27,74.75857142857141,2009
2552,2009-12-28,74.83,2009
2553,2009-12-29,76.19,2009
2554,2009-12-30,76.77,2009
2555,2009-12-31,77.16,2009
2556,2010-01-01,77.43142857142857,2010
2557,2010-01-02,77.77625,2010
2558,2010-01-03,78.41499999999999,2010
2559,2010-01-04,78.23,2010
2560,2010-01-05,79.14,2010
2561,2010-01-06,79.7,2010
2562,2010-01-07,80.19,2010
2563,2010-01-08,79.94,2010
2564,2010-01-09,79.03444444444445,2010
2565,2010-01-10,78.85,2010
2566,2010-01-11,80.29,2010
2567,2010-01-12,79.08,2010
2568,2010-01-13,77.15,2010
2569,2010-01-14,77.59,2010
2570,2010-01-15,76.57,2010
2571,2010-01-16,76.86666666666666,2010
2572,2010-01-17,76.05888888888889,2010
2573,2010-01-18,75.75,2010
2574,2010-01-19,75.53,2010
2575,2010-01-20,75.3,2010
2576,2010-01-21,74.54,2010
2577,2010-01-22,73.02,2010
2578,2010-01-23,73.48,2010
2579,2010-01-24,72.95333333333333,2010
2580,2010-01-25,71.97,2010
2581,2010-01-26,71.94,2010
